id,单价,总价,区,小区,户型,面积,朝向,装修,是否有电梯,关注人数,带看人数,发布时间,地区,楼,建楼年份,楼层
1564,75096,920,南山,一辉花园  , 3室2厅 ,122.51, 南 北 , 简装,0,32,15, 一年前发布,  华侨城,7,2002,低
1565,62695,483,南山,俊峰丽舍  , 2室1厅 ,77.04, 北 , 精装,1,20,15, 一年前发布,  西丽,18,2004,低
1566,10690,1200,南山,漾日湾畔  , 3室1厅 ,112.25, 东北 , 精装 ,1,10,15, 1个月以前发布,  后海,28,2004,中
1567,51883,390,南山,海晖大厦  , 2室1厅 ,75.17, 东南 , 其他,1,25,15, 2个月以前发布,  后海,28,1994,中
1568,96739,780,南山,大冲城市花园  , 2室1厅 ,80.63, 南 , 其他 ,1,4,15, 1个月以前发布,  科技园,39,2014,中
1569,13984,2350,南山,卓越维港南区  , 5室2厅 ,168.05, 东南 南 , 精装,1,30,15, 7个月以前发布,  深圳湾,24,2009,中
1570,64088,530,南山,康佳苑  , 2室1厅 ,82.7, 西北 , 精装,1,45,15, 一年前发布,  华侨城,30,1999,高
1571,48949,426,南山,龙辉花园  , 3室2厅 ,87.03, 南 , 其他 ,0,16,15, 3个月以前发布,  西丽,7,1998,中
1572,68135,950,南山,恒立心海湾花园  , 4室2厅 ,139.43, 南 北 , 其他,1,26,15, 3个月以前发布,  前海,32,2009,低
1573,74367,1450,南山,华彩天成居  , 5室1厅 ,194.98, 南 北 , 其他 ,1,17,15, 1个月以前发布,  南山中心,17,2004,高
1574,11010,1650,南山,鸿威海怡湾  , 5室1厅 ,149.86, 东南 , 精装,1,27,15, 3个月以前发布,  深圳湾,18,2010,低
1575,88565,800,南山,城市山林  , 3室2厅 ,90.33, 南 , 精装 ,1,24,15, 1个月以前发布,  南山中心,19,2007,高
1576,11900,1050,南山,水木华庭  , 5室1厅 ,88.23, 南 北 , 精装 ,1,35,15, 8个月以前发布,  西丽,9,2002,高
1577,52292,705,南山,太子山庄  , 4室1厅 ,134.82, 南 , 简装 ,0,84,15, 11个月以前发布,  前海,7,1996,高
1578,13028,2150,南山,鸿威海怡湾  , 5室2厅 ,165.03, 东南 , 毛坯 ,1,2,15, 1个月以前发布,  深圳湾,23,2011,中
1579,48949,426,南山,龙辉花园  , 3室2厅 ,87.03, 南 , 其他 ,0,16,15, 3个月以前发布,  西丽,7,1998,中
1580,68135,950,南山,恒立心海湾花园  , 4室2厅 ,139.43, 南 北 , 其他,1,26,15, 3个月以前发布,  前海,32,2009,低
1581,12784,2000,南山,太古城北  , 4室2厅 ,156.44, 南 , 精装,1,75,15, 11个月以前发布,  深圳湾,29,2010,高
1582,73747,625,南山,创世纪滨海花园  , 2室2厅 ,84.75, 北 , 其他,0,4,15, 23天以前发布,  科技园,15,2000,高
1583,76227,850,南山,荔林春晓  , 3室2厅 ,111.51, 西 , 其他,1,35,14, 3个月以前发布,  南头,21,2003,低
1584,55726,438,南山,愉康大厦  , 2室2厅 ,78.6, 北 , 精装 ,1,15,14, 一年前发布,  南头,31,1993,高
1585,70416,750,南山,俊峰丽舍  , 3室2厅 ,106.51, 南 北 , 其他 ,1,8,14, 3个月以前发布,  西丽,18,2004,中
1586,59732,325,南山,后海名苑居北区  , 2室1厅 ,54.41, 东 , 其他 ,0,45,14, 6个月以前发布,  后海,7,2000,低
1587,72736,310,南山,美丽湾国际公寓  , 1室1厅 ,42.62, 南 , 其他 ,1,19,14, 7个月以前发布,  南山中心,14,2006,高
1588,60462,495,南山,桂园  , 3室1厅 ,81.87, 南 , 其他 ,0,50,14, 一年前发布,  蛇口,7,1994,中
1589,59859,245,南山,米兰第2季  , 1室1厅 ,40.93, 西南 , 其他 ,1,48,14, 一年前发布,  蛇口,18,2006,中
1590,56116,540,南山,常兴广场  , 3室2厅 ,96.23, 东 东南 南 , 简装 ,1,57,14, 8个月以前发布,  南头,29,2003,中
1591,10191,1600,南山,半山海景兰溪谷一期  , 4室2厅 ,157, 东南 , 简装 ,1,4,14, 2个月以前发布,  蛇口,16,2004,低
1592,99865,808,南山,浪琴屿花园  , 2室2厅 ,80.91, 南 , 精装 ,1,12,14, 5个月以前发布,  后海,11,2001,高
1593,66595,738,南山,阳光棕榈园一期  , 3室2厅 ,110.82, 南 , 简装 ,0,30,14, 6个月以前发布,  前海,6,2002,低
1594,60225,435,南山,星海名城五期  , 2室1厅 ,72.23, 西北 , 其他 ,1,60,14, 9个月以前发布,  前海,32,2006,低
1595,59694,218,南山,龙坤居  , 1室1厅 ,36.52, 北 , 简装 ,0,100,14, 9个月以前发布,  南山中心,8,2000,高
1596,64539,665,南山,星海名城三期  , 3室1厅 ,103.04, 北 , 其他 ,1,52,14, 5个月以前发布,  前海,18,2004,高
1597,41156,520,南山,深南花园  , 3室2厅 ,126.35, 南 , 其他 ,1,54,14, 7个月以前发布,  科技园,34,1995,低
1598,70726,870,南山,城市假日花园  , 3室2厅 ,123.01, 东南 , 其他 ,1,3,14, 7个月以前发布,  西丽,18,2004,高
1599,42302,1000,南山,现代城华庭  , 5室2厅 ,236.4, 西南 , 其他 ,1,33,14, 3个月以前发布,  南山中心,33,2004,中
1600,48787,430,南山,龙辉花园  , 3室2厅 ,88.14, 南 北 , 简装,0,26,14, 6天以前发布,  西丽,7,1998,中
1601,49240,560,南山,金竹园北座  , 3室1厅 ,113.73, 南 , 其他 ,1,43,14, 一年前发布,  蛇口,9,1989,中
1602,64742,520,南山,桂园  , 3室2厅 ,80.32, 南 , 简装 ,0,8,14, 7个月以前发布,  蛇口,7,1994,中
1603,67277,780,南山,湖滨花园  , 2室2厅 ,115.94, 西南 , 精装 ,1,40,14, 6个月以前发布,  华侨城,33,1993,中
1604,79116,730,南山,花园城三期  , 2室2厅 ,92.27, 东 , 精装 ,1,36,14, 5个月以前发布,  蛇口,16,2005,高
1605,55823,650,南山,南国丽城  , 3室2厅 ,116.44, 东南 , 其他 ,1,28,14, 3个月以前发布,  大学城,22,2003,低
1606,64798,920,南山,招商名仕花园  , 4室3厅 ,141.98, 南 , 简装 ,0,94,14, 一年前发布,  后海,6,2002,高
1607,10219,1400,南山,雍景湾  , 4室2厅 ,137, 南 北 , 精装 ,1,14,14, 一年前发布,  蛇口,30,2012,低
1608,64742,520,南山,桂园  , 3室2厅 ,80.32, 南 , 简装 ,0,8,14, 7个月以前发布,  蛇口,7,1994,中
1609,48787,430,南山,龙辉花园  , 3室2厅 ,88.14, 南 北 , 简装,0,26,14, 6天以前发布,  西丽,7,1998,中
1610,49240,560,南山,金竹园北座  , 3室1厅 ,113.73, 南 , 其他 ,1,43,14, 一年前发布,  蛇口,9,1989,中
1611,68793,660,南山,山水情家园  , 3室1厅 ,95.94, 西南 , 其他 ,1,8,14, 1个月以前发布,  前海,11,2002,中
1612,64798,920,南山,招商名仕花园  , 4室3厅 ,141.98, 南 , 简装 ,0,94,14, 一年前发布,  后海,6,2002,高
1613,81392,950,南山,鼎太风华四期  , 3室2厅 ,116.72, 南 北 , 其他,1,20,14, 3个月以前发布,  前海,18,2004,高
1614,50000,750,南山,海滨花园  , 3室2厅 ,150, 东南 , 精装,1,35,14, 4个月以前发布,  蛇口,20,1990,中
1615,65136,448,南山,光彩新世纪家园  , 2室2厅 ,68.78, 南 北 , 其他 ,1,8,14, 4个月以前发布,  南山中心,29,2004,中
1616,51690,800,南山,华彩花园  , 7室1厅 ,154.77, 南 , 简装 ,1,27,14, 7个月以前发布,  蛇口,30,1994,中
1617,98685,1500,南山,海月花园三期  , 4室2厅 ,152, 南 , 其他,1,16,14, 一年前发布,  蛇口,24,2005,低
1618,88203,800,南山,世纪村二期  , 2室2厅 ,90.7, 东北 , 精装,1,13,14, 1个月以前发布,  红树湾,18,2002,低
1619,82211,360,南山,新一代国际公寓  , 1室1厅 ,43.79, 南 , 其他,1,12,14, 2个月以前发布,  后海,31,2004,高
1620,58675,418,南山,四达大厦  , 2室1厅 ,71.24, 东 , 其他 ,1,5,14, 3个月以前发布,  南山中心,20,2002,低
1621,89586,800,南山,诺德假日花园  , 4室2厅 ,89.3, 南 , 其他 ,1,39,14, 1个月以前发布,  前海,32,2008,高
1622,66953,780,南山,阳光棕榈园一期  , 3室2厅 ,116.5, 南 北 , 其他 ,1,41,14, 2个月以前发布,  前海,11,2002,中
1623,58238,520,南山,桃源村三期  , 3室1厅 ,89.29, 东南 , 其他 ,1,23,14, 1个月以前发布,  西丽,34,2008,中
1624,88650,920,南山,麒麟花园  , 3室2厅 ,103.78, 南 , 其他 ,1,17,14, 1个月以前发布,  南头,9,2002,中
1625,73918,490,南山,鼎太风华七期  , 2室1厅 ,66.29, 北 , 其他 ,1,19,14, 1个月以前发布,  前海,11,2009,低
1626,74264,320,南山,米兰公寓  , 1室1厅 ,43.09, 东南 , 精装,1,11,14, 5个月以前发布,  蛇口,18,2005,中
1627,97177,1700,南山,伍兹公寓  , 4室2厅 ,174.94, 南 , 精装 ,1,17,13, 一年前发布,  蛇口,28,2012,低
1628,46840,375,南山,龙联花园  , 2室2厅 ,80.06, 南 , 其他 ,0,64,13, 6个月以前发布,  西丽,8,1996,高
1629,98734,1450,南山,中信海阔天空  , 5室2厅 ,146.86, 南 , 简装 ,1,28,13, 4个月以前发布,  科技园,27,2004,低
1630,70410,760,南山,西湖林语  , 4室2厅 ,107.94, 南 北 , 其他 ,1,121,13, 8个月以前发布,  大学城,17,2006,中
1631,51734,388,南山,汇宾广场  , 2室2厅 ,75, 北 , 其他 ,1,45,13, 9个月以前发布,  南山中心,32,2002,中
1632,71214,876,南山,雍华府  , 4室2厅 ,123.01, 南 , 精装 ,0,60,13, 11个月以前发布,  蛇口,8,2001,低
1633,71718,1700,南山,南海玫瑰花园一期  , 4室2厅 ,237.04, 南 , 精装 ,1,31,13, 一年前发布,  蛇口,11,2002,低
1634,66667,275,南山,四海公寓  , 1室1厅 ,41.25, 西 , 精装 ,1,143,13, 一年前发布,  蛇口,33,2009,高
1635,11877,2080,南山,中信红树湾南区  , 4室2厅 ,175.12, 东南 , 精装 ,1,9,13, 4个月以前发布,  红树湾,32,2005,中
1636,51734,388,南山,汇宾广场  , 2室2厅 ,75, 北 , 其他 ,1,45,13, 9个月以前发布,  南山中心,32,2002,中
1637,46840,375,南山,龙联花园  , 2室2厅 ,80.06, 南 , 其他 ,0,64,13, 6个月以前发布,  西丽,8,1996,高
1638,71214,876,南山,雍华府  , 4室2厅 ,123.01, 南 , 精装 ,0,60,13, 11个月以前发布,  蛇口,8,2001,低
1639,71718,1700,南山,南海玫瑰花园一期  , 4室2厅 ,237.04, 南 , 精装 ,1,31,13, 一年前发布,  蛇口,11,2002,低
1640,66667,275,南山,四海公寓  , 1室1厅 ,41.25, 西 , 精装 ,1,143,13, 一年前发布,  蛇口,33,2009,高
1641,13005,2250,南山,百仕达红树西岸  , 3室2厅 ,173, 南 , 其他 ,1,2,13, 5个月以前发布,  红树湾,31,2005,低
1642,88271,590,南山,阳光里雅居  , 3室1厅 ,66.84, 西北 , 精装 ,1,17,13, 一年前发布,  南头,31,2012,中
1643,68754,325,南山,鼎胜山邻居  , 2室1厅 ,47.27, 南 , 其他 ,1,27,13, 28天以前发布,  西丽,15,2011,中
1644,48819,620,南山,南油A区  , 3室2厅 ,127, 东南 , 其他 ,1,6,13, 1个月以前发布,  后海,9,1985,低
1645,57536,205,南山,汇宾广场  , 1室1厅 ,35.63, 东南 , 精装,0,18,13, 4个月以前发布,  南山中心,15,2002,中
1646,82040,280,南山,万豪御景苑  , 2室1厅 ,34.13, 东 , 其他 ,1,77,13, 6个月以前发布,  前海,17,2011,高
1647,62492,445,南山,英达钰龙园  , 2室1厅 ,71.21, 东北 , 其他,1,24,13, 1个月以前发布,  南头,31,2004,中
1648,56659,525,南山,桃源村三期  , 3室2厅 ,92.66, 东 , 精装 ,1,28,13, 2个月以前发布,  西丽,34,2008,中
1649,73918,490,南山,鼎太风华七期  , 2室1厅 ,66.29, 北 , 其他 ,1,54,13, 6个月以前发布,  前海,11,2008,中
1650,49177,430,南山,钜建大厦  , 3室2厅 ,87.44, 西南 , 其他 ,1,36,13, 10个月以前发布,  后海,24,1994,高
1651,14989,4500,南山,鲸山觐海  , 4室2厅 ,300.21, 南 , 其他 ,0,9,13, 9个月以前发布,  蛇口,1,2014,低
1652,11363,2000,南山,红树别院  , 5室2厅 ,176, 东南 , 其他 ,1,25,13, 2个月以前发布,  科技园,25,2015,低
1653,68617,1600,南山,麒麟花园  , 5室2厅 ,233.18, 南 北 , 其他 ,1,27,13, 一年前发布,  南头,9,1999,高
1654,68067,535,南山,椰风海岸  , 2室2厅 ,78.6, 西 北 , 其他 ,1,4,13, 1个月以前发布,  前海,15,2004,低
1655,63977,260,南山,皇庭香格里花园  , 1室1厅 ,40.64, 北 , 其他 ,1,32,13, 3个月以前发布,  西丽,18,2006,高
1656,77422,550,南山,鸿瑞花园  , 2室1厅 ,71.04, 南 , 其他 ,1,16,13, 4个月以前发布,  南山中心,11,2000,低
1657,93784,1320,南山,悠然天地家园  , 4室2厅 ,140.75, 东 , 其他 ,1,12,13, 5个月以前发布,  南头,18,2005,低
1658,93087,1380,南山,锦绣花园  , 3室1厅 ,148.25, 南 , 其他 ,1,6,13, 10个月以前发布,  华侨城,32,2003,低
1659,51777,258,南山,时代骄子大厦  , 1室1厅 ,49.83, 北 , 简装 ,1,27,13, 2个月以前发布,  南头,31,2003,高
1660,89112,870,南山,城市印象  , 3室1厅 ,97.63, 南 北 , 精装 ,1,27,13, 2个月以前发布,  南山中心,18,2004,低
1661,69826,1500,南山,麒麟花园  , 6室2厅 ,214.82, 南 北 , 精装 ,0,26,13, 8个月以前发布,  南头,7,1999,低
1662,80742,950,南山,广博星海华庭  , 3室2厅 ,117.66, 东南 , 精装,1,23,13, 一年前发布,  蛇口,18,2004,高
1663,69704,560,南山,星海名城五期  , 2室2厅 ,80.34, 西南 , 简装,1,81,13, 5个月以前发布,  前海,32,2006,高
1664,95021,1080,南山,海境界家园一期  , 3室1厅 ,113.66, 东 南 , 精装,1,15,13, 3个月以前发布,  蛇口,32,2012,低
1665,95021,1080,南山,海境界家园一期  , 3室1厅 ,113.66, 东 南 , 精装,1,15,13, 3个月以前发布,  蛇口,32,2012,低
1666,89634,1035,南山,海韵嘉园  , 3室2厅 ,115.47, 东南 , 其他 ,1,6,13, 2个月以前发布,  蛇口,18,2005,高
1667,48099,153,南山,学子荔园  , 1室0厅 ,31.81, 北 , 精装,0,31,13, 1个月以前发布,  大学城,7,2006,中
1668,65653,850,南山,塘朗雅苑  , 5室2厅 ,129.47, 北 , 精装,1,19,13, 31天以前发布,  西丽,17,2009,低
1669,82971,610,南山,城市山林  , 2室1厅 ,73.52, 西南 , 其他,1,13,13, 1个月以前发布,  南山中心,19,2007,中
1670,69705,800,南山,中海深圳湾畔花园  , 3室2厅 ,114.77, 南 , 精装 ,1,25,13, 1个月以前发布,  白石洲,32,2003,低
1671,66282,700,南山,绿海名都  , 3室1厅 ,105.61, 西南 , 其他 ,1,24,13, 5个月以前发布,  前海,18,2004,低
1672,91105,720,南山,前海时代广场  , 2室1厅 ,79.03, 东北 , 其他 ,1,12,13, 3个月以前发布,  前海,27,2016,低
1673,72109,530,南山,春树里  , 2室1厅 ,73.5, 东 , 其他,1,22,13, 5个月以前发布,  蛇口,18,2005,低
1674,71471,860,南山,阳光棕榈园三期  , 3室2厅 ,120.33, 南 , 其他,0,38,13, 7个月以前发布,  前海,11,2006,低
1675,64939,526,南山,公园道  , 2室2厅 ,81, 东北 , 其他 ,1,24,13, 2个月以前发布,  南山中心,25,2012,高
1676,58005,600,南山,海尚国际  , 3室2厅 ,103.44, 南 北 , 其他,1,13,13, 2个月以前发布,  蛇口,32,2005,中
1677,70107,250,南山,南荔苑  , 1室1厅 ,35.66, 东南 , 其他 ,1,48,13, 一年前发布,  南山中心,18,2008,高
1678,60852,690,南山,星海名城二期七组团  , 3室2厅 ,113.39, 西北 , 其他 ,1,22,13, 2个月以前发布,  前海,18,2002,低
1679,55448,256,南山,瑞景华庭  , 1室1厅 ,46.17, 东北 , 其他,0,111,13, 11个月以前发布,  前海,15,2002,高
1680,98120,720,南山,阳光荔景  , 2室1厅 ,73.38, 南 北 , 其他 ,1,12,13, 1个月以前发布,  南头,12,2001,高
1681,81234,1280,南山,秀林新居  , 5室2厅 ,157.57, 南 , 其他,1,17,13, 3个月以前发布,  南头,16,2001,高
1682,96655,1150,南山,京基御景东方  , 3室2厅 ,118.98, 东南 , 精装 ,1,10,13, 4个月以前发布,  红树湾,33,2007,低
1683,93084,1650,南山,阳光带海滨城一期  , 4室1厅 ,177.26, 南 , 其他 ,1,12,12, 一年前发布,  科技园,29,2002,低
1684,65744,560,南山,豪方花园  , 2室2厅 ,85.18, 南 北 , 其他 ,0,7,12, 一年前发布,  科技园,6,1998,中
1685,50665,450,南山,众冠花园  , 2室2厅 ,88.82, 南 , 简装 ,1,34,12, 一年前发布,  西丽,12,1999,中
1686,64052,240,南山,万象新园  , 1室1厅 ,37.47, 南 , 其他 ,1,81,12, 9个月以前发布,  南头,32,2000,高
1687,71337,2000,南山,海月花园一期  , 7室2厅 ,280.36, 东南 , 其他 ,1,27,12, 9个月以前发布,  蛇口,12,1999,高
1688,62332,510,南山,招商海琴苑  , 2室2厅 ,81.82, 南 , 精装 ,0,89,12, 8个月以前发布,  蛇口,7,1999,中
1689,70672,560,南山,招商名仕花园  , 2室2厅 ,79.24, 南 北 , 精装 ,0,33,12, 7个月以前发布,  后海,7,2002,中
1690,13132,3200,南山,珑御府  , 4室2厅 ,243.68, 南 北 , 其他 ,1,33,12, 7个月以前发布,  科技园,27,2014,低
1691,54159,196,南山,陶然居  , 1室1厅 ,36.19, 北 , 其他 ,0,31,12, 7个月以前发布,  华侨城,6,2001,高
1692,62865,560,南山,桃源村三期  , 3室2厅 ,89.08, 西南 , 其他 ,1,6,12, 5个月以前发布,  西丽,34,2008,中
1693,75555,480,南山,湖彬苑  , 2室1厅 ,63.53, 东南 , 其他 ,1,33,12, 4个月以前发布,  西丽,18,2007,中
1694,76632,810,南山,天地峰景  , 2室2厅 ,105.7, 南 , 其他 ,1,2,12, 4个月以前发布,  西丽,15,2006,高
1695,13230,2200,南山,中信红树湾南区  , 3室2厅 ,166.28, 西南 , 精装 ,1,23,12, 21天以前发布,  红树湾,32,2005,中
1696,49549,148,南山,桃苑小区  , 1室1厅 ,29.87, 南 北 , 其他 ,1,27,12, 1个月以前发布,  南头,8,1990,高
1697,69376,560,南山,金色海琴苑  , 2室1厅 ,80.72, 东北 , 简装 ,1,6,12, 8个月以前发布,  蛇口,18,2005,中
1698,12380,2100,南山,深圳湾1号  , 2室1厅 ,169.62, 南 , 精装,1,36,12, 3个月以前发布,  深圳湾,50,2004,低
1699,11828,2200,南山,京基御景东方  , 4室2厅 ,186, 东南 , 其他 ,1,2,12, 5个月以前发布,  红树湾,18,2006,中
1700,73790,1750,南山,海月花园二期  , 5室2厅 ,237.16, 南 , 简装,0,24,12, 7个月以前发布,  蛇口,10,2002,中
1701,75924,660,南山,阳光棕榈园一期  , 3室2厅 ,86.93, 南 北 , 其他 ,0,55,12, 7个月以前发布,  前海,6,2002,低
1702,65386,582,南山,四海公寓  , 3室1厅 ,89.01, 东 , 其他 ,1,41,12, 6个月以前发布,  蛇口,33,2008,低
1703,52893,480,南山,桃源村二期  , 3室2厅 ,90.75, 东南 南 , 精装 ,1,17,12, 9个月以前发布,  西丽,19,2000,高
1704,62705,880,南山,美加广场  , 4室2厅 ,140.34, 南 , 精装 ,1,7,12, 7个月以前发布,  华侨城,21,1999,低
1705,93084,1650,南山,阳光带海滨城一期  , 4室1厅 ,177.26, 南 , 其他 ,1,12,12, 一年前发布,  科技园,29,2002,低
1706,64052,240,南山,万象新园  , 1室1厅 ,37.47, 南 , 其他 ,1,81,12, 9个月以前发布,  南头,32,2000,高
1707,71337,2000,南山,海月花园一期  , 7室2厅 ,280.36, 东南 , 其他 ,1,27,12, 9个月以前发布,  蛇口,12,1999,高
1708,62332,510,南山,招商海琴苑  , 2室2厅 ,81.82, 南 , 精装 ,0,89,12, 8个月以前发布,  蛇口,7,1999,中
1709,65744,560,南山,豪方花园  , 2室2厅 ,85.18, 南 北 , 其他 ,0,7,12, 一年前发布,  科技园,6,1998,中
1710,70672,560,南山,招商名仕花园  , 2室2厅 ,79.24, 南 北 , 精装 ,0,33,12, 7个月以前发布,  后海,7,2002,中
1711,13132,3200,南山,珑御府  , 4室2厅 ,243.68, 南 北 , 其他 ,1,33,12, 7个月以前发布,  科技园,27,2014,低
1712,54159,196,南山,陶然居  , 1室1厅 ,36.19, 北 , 其他 ,0,31,12, 7个月以前发布,  华侨城,6,2001,高
1713,67201,520,南山,云海天城  , 2室1厅 ,77.38, 西 , 其他 ,1,6,12, 1个月以前发布,  后海,34,2004,低
1714,67926,525,南山,绿海名都  , 2室2厅 ,77.29, 南 , 其他 ,1,27,12, 25天以前发布,  前海,17,2004,中
1715,68582,320,南山,金海岸大厦  , 2室1厅 ,46.66, 东南 , 其他 ,1,32,12, 24天以前发布,  后海,30,2003,低
1716,79647,450,南山,爱榕园  , 2室1厅 ,56.5, 南 北 , 简装,0,1,12, 22天以前发布,  蛇口,8,1989,低
1717,57164,470,南山,润城花园  , 2室2厅 ,82.22, 东南 , 简装 ,1,36,12, 1个月以前发布,  西丽,11,2004,低
1718,61169,560,南山,桃源村三期  , 3室2厅 ,91.55, 南 北 , 精装 ,1,21,12, 2个月以前发布,  西丽,34,2008,高
1719,10772,960,南山,招商海月华庭  , 3室2厅 ,89.12, 东南 , 其他 ,1,8,12, 3个月以前发布,  蛇口,24,2009,低
1720,58646,505,南山,宝珠花园  , 3室2厅 ,86.11, 西南 , 其他 ,1,19,12, 2个月以前发布,  西丽,11,1999,低
1721,96992,880,南山,世纪村二期  , 2室1厅 ,90.73, 西北 , 简装 ,1,6,12, 5个月以前发布,  红树湾,18,2002,高
1722,58527,290,宝安,中信领航  , 2室1厅 ,49.55, 东南 南 , 精装 ,1,325,268, 一年前发布,  西乡,13,2012,高
1723,45915,195,宝安,兴达华府  , 2室1厅 ,42.47, 东 , 其他,1,116,209, 6个月以前发布,  西乡,29,2009,高
1724,52719,255,宝安,鸿隆广场  , 2室1厅 ,48.37, 东北 , 简装,1,261,189, 一年前发布,  西乡,31,2006,中
1725,70127,750,宝安,金泓凯旋城一期  , 3室2厅 ,106.95, 东北 , 精装,1,61,187, 6个月以前发布,  宝安中心,32,2006,高
1726,50963,262,宝安,兴达华府  , 2室1厅 ,51.41, 东南 , 其他,1,182,171, 2个月以前发布,  西乡,29,2009,中
1727,59825,320,宝安,卡罗社区  , 2室1厅 ,53.49, 东北 , 其他 ,1,90,170, 8个月以前发布,  翻身,16,2007,低
1728,67034,500,宝安,西城上筑花园  , 2室2厅 ,74.59, 东北 , 其他 ,1,36,165, 7个月以前发布,  宝安中心,33,2005,中
1729,62434,650,宝安,润恒尚园  , 4室2厅 ,104.11, 东南 , 精装 ,1,57,155, 5个月以前发布,  西乡,28,2015,中
1730,73986,1680,宝安,中洲华府  , 5室3厅 ,227.07, 东南 , 毛坯 ,1,20,149, 一年前发布,  新安,31,2013,中
1731,73570,518,宝安,佳华书苑雅阁  , 3室1厅 ,70.41, 西南 , 其他 ,1,23,149, 8个月以前发布,  新安,17,2008,中
1732,68971,900,宝安,恒安花园  , 4室1厅 ,130.49, 东南 , 精装 ,1,26,141, 一年前发布,  新安,25,2004,高
1733,61572,228,宝安,白金酒店公寓  , 2室1厅 ,37.03, 东南 , 精装,1,84,137, 8个月以前发布,  新安,32,2005,中
1734,56404,410,宝安,中信领航  , 3室2厅 ,72.69, 东南 西北 , 精装 ,1,232,136, 7个月以前发布,  西乡,28,2013,低
1735,53297,650,宝安,中熙香缤山  , 5室2厅 ,121.96, 东南 , 毛坯 ,1,60,136, 一年前发布,  西乡,32,2014,高
1736,65917,246,宝安,花样年花郡  , 1室1厅 ,37.32, 西北 , 简装 ,1,253,133, 7个月以前发布,  宝安中心,27,2010,高
1737,48708,260,宝安,宝田雅苑  , 2室1厅 ,53.38, 东北 , 精装 ,1,174,127, 4个月以前发布,  西乡,17,2010,中
1738,50871,190,宝安,西城品阁  , 1室1厅 ,37.35, 东南 , 其他 ,1,94,123, 8个月以前发布,  新安,8,2009,中
1739,44844,250,宝安,安源居  , 2室1厅 ,55.75, 南 , 其他,0,230,120, 9个月以前发布,  西乡,7,1999,中
1740,49904,206,宝安,雅乐居  , 2室1厅 ,41.28, 南 , 精装,0,222,119, 6个月以前发布,  西乡,15,2008,中
1741,60920,383,宝安,卡罗社区  , 2室1厅 ,62.87, 东北 , 精装 ,1,51,118, 8个月以前发布,  翻身,16,2007,高
1742,57092,700,宝安,鸿景园  , 3室2厅 ,122.61, 西南 , 其他 ,1,8,117, 一年前发布,  新安,20,2005,高
1743,42010,240,宝安,桃源居三区  , 1室1厅 ,57.13, 西南 , 简装,0,123,113, 3个月以前发布,  桃源居,9,2003,低
1744,56504,245,宝安,白金时代  , 2室1厅 ,43.36, 西北 东北 , 精装,0,239,112, 9个月以前发布,  新安,15,2004,低
1745,49057,260,宝安,宝田雅苑  , 2室1厅 ,53, 东北 , 精装,1,208,112, 7个月以前发布,  西乡,17,2010,低
1746,52621,520,宝安,弘雅花园雅兰亭第四期  , 3室2厅 ,98.82, 东南 , 简装 ,1,28,110, 11个月以前发布,  新安,12,2001,中
1747,59853,445,宝安,品尚居  , 3室2厅 ,74.35, 东 东南 , 精装 ,1,78,109, 5个月以前发布,  新安,22,2011,中
1748,55496,615,宝安,风采轩  , 3室2厅 ,110.82, 东北 , 精装 ,1,15,108, 一年前发布,  新安,11,2001,高
1749,78637,420,宝安,碧海富通城三期  , 3室1厅 ,53.41, 东南 , 简装 ,1,43,107, 7个月以前发布,  西乡,26,2008,高
1750,58856,535,宝安,宝雅花园  , 3室2厅 ,90.9, 东南 , 简装 ,0,78,106, 一年前发布,  新安,8,1998,中
1751,48837,535,宝安,桃源盛景园十五区  , 3室2厅 ,109.55, 南 , 其他 ,1,56,106, 7个月以前发布,  桃源居,18,2007,高
1752,58950,220,宝安,白金酒店公寓  , 2室1厅 ,37.32, 西南 , 其他 ,1,31,105, 一年前发布,  新安,32,2005,高
1753,43199,295,宝安,大益广场  , 2室1厅 ,68.29, 东北 , 其他 ,1,366,105, 4个月以前发布,  西乡,9,2002,高
1754,51253,360,宝安,黄金大厦  , 2室2厅 ,70.24, 西北 , 精装 ,1,27,105, 7个月以前发布,  新安,32,2011,高
1755,53698,342,宝安,金港华庭  , 2室2厅 ,63.69, 东北 , 精装 ,1,167,103, 4个月以前发布,  西乡,31,2009,中
1756,49661,205,宝安,雅乐居  , 2室1厅 ,41.28, 南 , 精装,0,237,103, 7个月以前发布,  西乡,15,2008,低
1757,67885,695,宝安,西城上筑花园  , 3室2厅 ,102.38, 南 , 精装,1,125,102, 11个月以前发布,  宝安中心,33,2006,低
1758,67428,325,宝安,鸿隆广场  , 4室1厅 ,48.2, 西北 , 简装,1,57,102, 7个月以前发布,  西乡,31,2006,中
1759,58692,288,宝安,中信领航  , 2室1厅 ,49.07, 西南 , 其他 ,1,200,101, 6个月以前发布,  西乡,13,2013,低
1760,40970,360,宝安,弘雅花园第二期  , 3室1厅 ,87.87, 西南 , 毛坯 ,0,37,100, 一年前发布,  新安,7,1989,中
1761,54542,230,宝安,黄金大厦  , 1室1厅 ,42.17, 东北 , 精装,1,34,95, 5个月以前发布,  新安,32,2011,低
1762,73175,515,宝安,佳华书苑雅阁  , 2室2厅 ,70.38, 西南 , 其他 ,1,26,92, 一年前发布,  新安,17,2008,中
1763,71999,388,宝安,花样年花郡  , 2室1厅 ,53.89, 东南 , 精装 ,1,127,88, 4个月以前发布,  宝安中心,20,2010,高
